"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","hosein-New-Server",,,,"User:","root"
"Cmdline:","dstat -m -c -d --output stat_spark_16_2133_2_0_16.csv",,,,"Date:","13 Mar 2018 22:30:02 EDT"

"memory usage",,,,"total cpu usage",,,,,,"dsk/total",
"used","buff","cach","free","usr","sys","idl","wai","hiq","siq","read","writ"
1422794752.0,4333568.0,80703488.0,15228936192.0,11.336,0.381,87.919,0.304,0.0,0.060,23574147.167,8476788.212
1517826048.0,6893568.0,96456704.0,15115591680.0,10.861,1.061,86.642,1.061,0.0,0.375,17764352.0,0.0
1435860992.0,7540736.0,106934272.0,15186432000.0,8.135,0.563,89.925,1.252,0.0,0.125,16551936.0,40960.0
1534705664.0,7888896.0,114896896.0,15079276544.0,9.285,1.506,88.457,0.627,0.0,0.125,10227712.0,32768.0
1660502016.0,8232960.0,127258624.0,14940774400.0,15.146,0.931,83.178,0.621,0.0,0.124,12451840.0,0.0
2029481984.0,8830976.0,136187904.0,14562267136.0,29.706,1.939,67.855,0.375,0.0,0.125,9785344.0,266240.0
2420953088.0,8970240.0,146120704.0,14160723968.0,37.303,2.647,59.294,0.630,0.0,0.126,10428416.0,8192.0
3188736000.0,9125888.0,146857984.0,13392048128.0,40.801,3.129,55.945,0.0,0.0,0.125,720896.0,106496.0
3987562496.0,9334784.0,256954368.0,12482916352.0,45.788,4.053,49.335,0.570,0.0,0.253,222863360.0,262144.0
6637551616.0,9334784.0,504946688.0,9584934912.0,83.869,9.074,6.490,0.126,0.0,0.441,500154368.0,0.0
6661304320.0,9342976.0,776425472.0,9289695232.0,88.007,3.061,8.182,0.187,0.0,0.562,548261888.0,204800.0
7169286144.0,9342976.0,1058775040.0,8499363840.0,86.725,3.820,8.829,0.250,0.0,0.376,567169024.0,0.0
7194087424.0,9342976.0,1345019904.0,8188317696.0,87.147,2.884,9.530,0.188,0.0,0.251,573599744.0,0.0
